Sentence #,Word,POS,Tag
,example,_,O
,folivores,_,B-Biotic_Entity
,(,_,O
,species,_,B-Biotic_Entity
,that,_,O
,chew,_,B-Eventuality
,foliage,_,B-Biotic_Entity
,),_,O
,directly,_,O
,reduce,_,B-Eventuality
,the,_,O
,area,_,B-Quality
,of,_,O
,photosynthetic,_,B-Quality
,tissue,_,B-Biotic_Entity
,whereas,_,O
,sap-sucking,_,B-Eventuality
,insects,_,B-Biotic_Entity
,affect,_,B-Eventuality
,the,_,O
,flow,_,B-Eventuality
,of,_,O
,fluids,_,B-Biotic_Entity
,and,_,O
,nutrients,_,B-Aggregate_Biotic_Abiotic_Entity
,within,_,O
,the,_,O
,plant,_,B-Biotic_Entity
,and,_,O
,root-feeders,_,B-Biotic_Entity
,reduce,_,B-Eventuality
,plant,_,B-Biotic_Entity
,capacity,_,B-Eventuality
,to,_,O
,acquire,_,B-Eventuality
,nutrients,_,B-Aggregate_Biotic_Abiotic_Entity
,or,_,O
,remain,_,B-Eventuality
,upright,_,B-Quality
,.,_,O
Sentence: 981,Herbivory,_,B-Eventuality
,is,_,O
,a,_,O
,type,_,O
,of,_,O
,predation,_,B-Eventuality
,in,_,O
,which,_,O
,animals,_,B-Biotic_Entity
,/,_,O
,organisms,_,B-Biotic_Entity
,consume,_,B-Eventuality
,autotrophs,_,B-Biotic_Entity
,such,_,O
,as,_,O
,plants,_,B-Biotic_Entity
,algae,_,B-Biotic_Entity
,and,_,O
,photosynthesizing,_,B-Eventuality
,bacteria,_,B-Biotic_Entity
,.,_,O
Sentence: 982,Herbivory,_,B-Eventuality
,is,_,O
,a,_,O
,term,_,O
,commonly,_,O
,used,_,O
,to,_,O
,describe,_,O
,the,_,O
,consuming,_,B-Eventuality
,of,_,O
,plants,_,B-Biotic_Entity
,by,_,O
,animals,_,B-Biotic_Entity
,.,_,O
Sentence: 983,Herbivores,_,B-Biotic_Entity
,can,_,O
,be,_,O
,divided,_,O
,into,_,O
,two,_,O
,main,_,O
,groups,_,B-Biotic_Entity
,:,_,O
,monophagous,_,B-Quality
,and,_,O
,polyphagous,_,B-Quality
,.,_,O
Sentence: 984,Monophagous,_,B-Quality
,herbivores,_,B-Biotic_Entity
,are,_,O
,organisms,_,B-Biotic_Entity
,that,_,O
,exclusively,_,O
,eat,_,B-Eventuality
,one,_,O
,plant,_,B-Biotic_Entity
,species,_,I-Biotic_Entity
,and,_,O
,the,_,O
,survival,_,B-Eventuality
,of,_,O
,these,_,O
,organisms,_,B-Biotic_Entity
,is,_,O
,dependent,_,B-Eventuality
,on,_,I-Eventuality
,the,_,O
,survival,_,B-Eventuality
,of,_,O
,the,_,O
,primary,_,B-Biotic_Entity
,food,_,I-Biotic_Entity
,source,_,I-Biotic_Entity
,.,_,O
Sentence: 985,Also,_,O
,monophagous,_,B-Quality
,herbivores,_,B-Biotic_Entity
,are,_,O
,immune,_,B-Eventuality
,to,_,O
,the,_,O
,plant,_,B-Biotic_Entity
,'s,_,O
,defenses,_,B-Quality
,both,_,O
,mechanical,_,B-Quality
,and,_,O
,chemical,_,B-Quality
,.,_,O
Sentence: 986,For,_,O
,example,_,O
,the,_,O
,Monarch,_,B-Biotic_Entity
,Butterfly,_,I-Biotic_Entity
,that,_,O
,feeds,_,B-Eventuality
,on,_,O
,milkweed,_,B-Biotic_Entity
,is,_,O
,immune,_,B-Eventuality
,to,_,O
,its,_,O
,toxic,_,B-Quality
,defenses,_,I-Quality
,.,_,O
Sentence: 987,Other,_,O
,examples,_,O
,of,_,O
,monophagous,_,B-Quality
,herbivores,_,B-Biotic_Entity
,are,_,O
,the,_,O
,Giant,_,B-Biotic_Entity
,Panda,_,I-Biotic_Entity
,whose,_,O
,diet,_,B-Quality
,consists,_,B-Eventuality
,of,_,O
,99,_,B-Value
,%,_,B-Unit
,bamboo,_,B-Biotic_Entity
,and,_,O
,Koala,_,B-Biotic_Entity
,Bears,_,I-Biotic_Entity
,who,_,O
,feed,_,B-Eventuality
,on,_,I-Eventuality
,Eucalyptus,_,B-Biotic_Entity
,leaves,_,I-Biotic_Entity
,.,_,O
Sentence: 988,Most,_,O
,herbivores,_,B-Biotic_Entity
,are,_,O
,polyphagous,_,B-Quality
,and,_,O
,feed,_,B-Eventuality
,on,_,I-Eventuality
,more,_,O
,than,_,O
,one,_,O
,type,_,O
,of,_,O
,plant,_,B-Biotic_Entity
,but,_,O
,herbivores,_,B-Biotic_Entity
,can,_,O
,be,_,O
,further,_,O
,divided,_,O
,into,_,O
,several,_,O
,sub,_,B-Biotic_Entity
,groups,_,I-Biotic_Entity
,which,_,O
,are,_,O
,frugivores,_,B-Biotic_Entity
,meaning,_,O
,they,_,O
,eat,_,B-Eventuality
,primarily,_,O
,fruit,_,B-Biotic_Entity
,folivores,_,B-Biotic_Entity
,which,_,O
,eat,_,B-Eventuality
,leaves,_,B-Biotic_Entity
,and,_,O
,nectarivores,_,B-Biotic_Entity
,which,_,O
,feed,_,B-Eventuality
,on,_,I-Eventuality
,nectar,_,B-Biotic_Entity
,.,_,O
Sentence: 989,Herbivory,_,B-Eventuality
,can,_,O
,occur,_,B-Eventuality
,above,_,O
,or,_,O
,below,_,O
,the,_,O
,ground,_,B-Abiotic_Entity
,.,_,O
Sentence: 990,Roots,_,B-Biotic_Entity
,and/or,_,O
,tubers,_,B-Biotic_Entity
,below,_,O
,the,_,O
,ground,_,B-Abiotic_Entity
,can,_,O
,be,_,O
,consumed,_,B-Eventuality
,as,_,O
,well,_,O
,as,_,O
,the,_,O
,portion,_,B-Biotic_Entity
,of,_,O
,the,_,O
,plant,_,B-Biotic_Entity
,that,_,O
,'s,_,O
,above,_,O
,the,_,O
,ground,_,B-Abiotic_Entity
,.,_,O
Sentence: 991,The,_,O
,highest,_,O
,rates,_,B-Quality
,of,_,O
,herbivory,_,B-Eventuality
,occurs,_,B-Eventuality
,in,_,O
,rainforests,_,B-Aggregate_Biotic_Abiotic_Entity
,.,_,O
Sentence: 992,High,_,B-Quality
,herbivory,_,B-Eventuality
,rates,_,B-Quality
,occur,_,B-Eventuality
,because,_,O
,there,_,O
,is,_,O
,an,_,O
,increased,_,B-Eventuality
,number,_,B-Quality
,of,_,O
,young,_,B-Quality
,expanding,_,B-Eventuality
,plant,_,B-Biotic_Entity
,life,_,I-Biotic_Entity
,in,_,O
,the,_,O
,understory,_,B-Aggregate_Biotic_Abiotic_Entity
,of,_,O
,rainforests,_,B-Aggregate_Biotic_Abiotic_Entity
,which,_,O
,are,_,O
,more,_,O
,acceptable,_,O
,to,_,O
,insects,_,B-Biotic_Entity
,pathogens,_,B-Biotic_Entity
,and,_,O
,folivorous,_,B-Biotic_Entity
,mammals,_,I-Biotic_Entity
,.,_,O
Sentence: 993,Plant,_,B-Biotic_Entity
,defences,_,B-Quality
,evolution,_,B-Eventuality
,and,_,O
,diversity,_,B-Quality
,is,_,O
,constantly,_,O
,being,_,O
,driven,_,B-Eventuality
,by,_,O
,herbivores,_,B-Biotic_Entity
,in,_,O
,order,_,O
,to,_,O
,find,_,O
,a,_,O
,means,_,O
,of,_,O
,survival,_,B-Eventuality
,.,_,O
Sentence: 994,According,_,O
,to,_,O
,Coley,_,O
,et,_,O
,al.,_,O
,1996,_,O
,[,_,O
,3,_,O
,],_,O
,leaves,_,B-Biotic_Entity
,in,_,O
,tropical,_,B-Aggregate_Biotic_Abiotic_Entity
,rainforests,_,I-Aggregate_Biotic_Abiotic_Entity
,have,_,O
,low,_,B-Quality
,nutritional,_,B-Quality
,quality,_,I-Quality
,greater,_,O
,toughness,_,B-Quality
,and,_,O
,many,_,O
,types,_,O
,of,_,O
,secondary,_,B-Biotic_Entity
,metabolites,_,I-Biotic_Entity
,in,_,O
,order,_,O
,to,_,O
,defend,_,B-Eventuality
,themselves,_,O
,from,_,O
,herbivores,_,B-Biotic_Entity
,.,_,O
Sentence: 995,The,_,O
,low,_,B-Quality
,nutritional,_,B-Quality
,value,_,I-Quality
,toughness,_,B-Quality
,and,_,O
,secondary,_,B-Biotic_Entity
,metabolites,_,I-Biotic_Entity
,of,_,O
,the,_,O
,leaves,_,B-Biotic_Entity
,lengthen,_,B-Eventuality
,the,_,O
,development,_,B-Quality
,periods,_,I-Quality
,of,_,O
,herbivores,_,B-Biotic_Entity
,causing,_,B-Eventuality
,the,_,O
,herbivores,_,B-Biotic_Entity
,to,_,O
,be,_,O
,more,_,O
,vulnerable,_,B-Quality
,to,_,O
,predators,_,B-Biotic_Entity
,and,_,O
,parasitoids,_,B-Biotic_Entity
,.,_,O
Sentence: 996,In,_,O
,a,_,O
,study,_,O
,done,_,O
,by,_,O
,Kalka,_,O
,et,_,O
,al.,_,O
,2008,_,O
,[,_,O
,4,_,O
,],_,O
,Bats,_,B-Biotic_Entity
,were,_,O
,a,_,O
,primary,_,B-Biotic_Entity
,insectivores,_,I-Biotic_Entity
,that,_,O
,consumed,_,B-Eventuality
,many,_,O
,herbivorous,_,B-Quality
,insects.The,_,B-Biotic_Entity
,bats,_,B-Biotic_Entity
,significantly,_,O
,reduce,_,B-Eventuality
,the,_,O
,number,_,B-Quality
,of,_,O
,herbivorous,_,B-Quality
,insects,_,B-Biotic_Entity
,and,_,O
,indirectly,_,O
,reduces,_,B-Eventuality
,herbivory,_,B-Eventuality
,.,_,O
Sentence: 997,Herbivorous,_,B-Quality
,insects,_,B-Biotic_Entity
,constrain,_,B-Eventuality
,plant,_,B-Biotic_Entity
,reproduction,_,B-Eventuality
,and,_,O
,the,_,O
,predation,_,B-Eventuality
,that,_,O
,the,_,O
,bats,_,B-Biotic_Entity
,produce,_,B-Eventuality
,allow,_,B-Eventuality
,for,_,O
,the,_,O
,plants,_,B-Biotic_Entity
,to,_,O
,once,_,O
,again,_,O
,reproduce,_,B-Eventuality
,properly,_,O
,.,_,O
Sentence: 998,Herbivory,_,B-Eventuality
,has,_,O
,an,_,O
,impact,_,B-Eventuality
,on,_,O
,the,_,O
,health,_,B-Quality
,structure,_,B-Quality
,and,_,O
,diversity,_,B-Quality
,of,_,O
,the,_,O
,plant,_,B-Biotic_Entity
,and,_,O
,soil,_,B-Biotic_Entity
,communities,_,I-Biotic_Entity
,as,_,O
,well,_,O
,as,_,O
,the,_,O
,productivity,_,B-Quality
,of,_,O
,important,_,O
,crops,_,B-Biotic_Entity
,.,_,O
Sentence: 999,There,_,O
,are,_,O
,several,_,O
,positive,_,O
,impacts,_,B-Eventuality
,of,_,O
,herbivory,_,B-Eventuality
,.,_,O
Sentence: 1000,For,_,O
,example,_,O
,low,_,O
,level,_,O
,herbivory,_,B-Eventuality
,can,_,O
,remove,_,B-Eventuality
,aging,_,B-Eventuality
,roots,_,B-Biotic_Entity
,and,_,O
,leaves,_,B-Biotic_Entity
,allowing,_,B-Eventuality
,new,_,B-Quality
,growth,_,B-Eventuality
,of,_,O
,young,_,B-Quality
,roots,_,B-Biotic_Entity
,and,_,O
,shoots,_,B-Biotic_Entity
,.,_,O
Sentence: 1001,The,_,O
,new,_,B-Quality
,roots,_,B-Biotic_Entity
,and,_,O
,shoots,_,B-Biotic_Entity
,that,_,O
,grow,_,B-Eventuality
,provide,_,B-Eventuality
,better,_,O
,nutrients,_,B-Aggregate_Biotic_Abiotic_Entity
,for,_,O
,absorption,_,B-Eventuality
,and,_,O
,reproduction,_,B-Eventuality
,.,_,O
Sentence: 1002,The,_,O
,feces,_,B-Biotic_Entity
,of,_,O
,herbivores,_,B-Biotic_Entity
,enrich,_,B-Eventuality
,the,_,O
,soil,_,B-Aggregate_Biotic_Abiotic_Entity
,which,_,O
,increases,_,B-Eventuality
,the,_,O
,chances,_,O
,of,_,O
,successful,_,O
,seedling,_,B-Biotic_Entity
,growth,_,B-Eventuality
,.,_,O
Sentence: 1003,Another,_,O
,example,_,O
,of,_,O
,a,_,O
,positive,_,O
,impact,_,B-Eventuality
,of,_,O
,herbivory,_,B-Eventuality
,is,_,O
,when,_,O
,ants,_,B-Biotic_Entity
,take,_,B-Eventuality
,seeds,_,B-Biotic_Entity
,back,_,O
,to,_,O
,their,_,O
,nest,_,B-Aggregate_Biotic_Abiotic_Entity
,.,_,O
Sentence: 1004,Ants,_,B-Biotic_Entity
,',_,O
,nests,_,B-Aggregate_Biotic_Abiotic_Entity
,are,_,O
,usually,_,O
,rich,_,B-Quality
,in,_,O
,nutrients,_,B-Aggregate_Biotic_Abiotic_Entity
,and,_,O
,surrounded,_,B-Eventuality
,by,_,O
,water,_,B-Abiotic_Entity
,which,_,O
,provides,_,B-Eventuality
,a,_,O
,favorable,_,B-Aggregate_Biotic_Abiotic_Entity
,environment,_,I-Aggregate_Biotic_Abiotic_Entity
,in,_,O
,which,_,O
,the,_,O
,plants,_,B-Biotic_Entity
,can,_,O
,grow,_,B-Eventuality
,.,_,O
Sentence: 1005,Herbivores,_,B-Biotic_Entity
,also,_,O
,prune,_,B-Eventuality
,plants,_,B-Biotic_Entity
,which,_,O
,allows,_,B-Eventuality
,for,_,O
,more,_,O
,light,_,B-Abiotic_Entity
,passage,_,B-Eventuality
,and,_,O
,makes,_,O
,it,_,O
,easier,_,O
,for,_,O
,seeds,_,B-Biotic_Entity
,to,_,O
,fall,_,B-Eventuality
,from,_,O
,a,_,O
,parent,_,B-Biotic_Entity
,plant,_,I-Biotic_Entity
,.,_,O
Sentence: 1006,During,_,O
,tidal,_,B-Eventuality
,immersion,_,I-Eventuality
,the,_,O
,food,_,B-Biotic_Entity
,supply,_,I-Biotic_Entity
,to,_,O
,intertidal,_,B-Quality
,organisms,_,B-Biotic_Entity
,is,_,O
,subsidized,_,B-Eventuality
,by,_,O
,materials,_,B-Aggregate_Biotic_Abiotic_Entity
,carried,_,B-Eventuality
,in,_,O
,seawater,_,B-Aggregate_Biotic_Abiotic_Entity
,including,_,O
,photosynthesizing,_,B-Eventuality
,phytoplankton,_,B-Biotic_Entity
,and,_,O
,consumer,_,B-Biotic_Entity
,zooplankton,_,I-Biotic_Entity
,.,_,O
Sentence: 1007,These,_,O
,plankton,_,B-Biotic_Entity
,are,_,O
,eaten,_,B-Eventuality
,by,_,O
,numerous,_,O
,forms,_,B-Biotic_Entity
,of,_,O
,filter,_,B-Biotic_Entity
,feeders,_,B-Biotic_Entity
,—,_,O
,mussels,_,B-Biotic_Entity
,clams,_,B-Biotic_Entity
,barnacles,_,B-Biotic_Entity
,sea,_,B-Biotic_Entity
,squirts,_,I-Biotic_Entity
,and,_,O
,polychaete,_,B-Biotic_Entity
,worms,_,I-Biotic_Entity
,—,_,O
,which,_,O
,filter,_,B-Eventuality
,seawater,_,B-Aggregate_Biotic_Abiotic_Entity
,in,_,O
,their,_,O
,search,_,B-Eventuality
,for,_,O
,planktonic,_,B-Quality
,food,_,B-Biotic_Entity
,sources,_,I-Biotic_Entity
,.,_,O
Sentence: 1008,The,_,O
,adjacent,_,O
,ocean,_,B-Aggregate_Biotic_Abiotic_Entity
,is,_,O
,also,_,O
,a,_,O
,primary,_,O
,source,_,O
,of,_,O
,nutrients,_,B-Aggregate_Biotic_Abiotic_Entity
,for,_,O
,autotrophs,_,B-Biotic_Entity
,photosynthesizing,_,B-Eventuality
,producers,_,B-Biotic_Entity
,ranging,_,O
,in,_,O
,size,_,B-Quality
,from,_,O
,microscopic,_,B-Quality
,algae,_,B-Biotic_Entity
,(,_,O
,e.g.,_,O
,benthic,_,B-Quality
,diatoms,_,B-Biotic_Entity
,),_,O
,to,_,O
,huge,_,B-Quality
,kelps,_,B-Biotic_Entity
,and,_,O
,other,_,O
,seaweeds,_,B-Biotic_Entity
,.,_,O
Sentence: 1009,These,_,O
,intertidal,_,B-Quality
,producers,_,B-Biotic_Entity
,are,_,O
,eaten,_,B-Eventuality
,by,_,O
,herbivorous,_,B-Quality
,grazers,_,B-Biotic_Entity
,such,_,O
,as,_,O
,limpets,_,B-Biotic_Entity
,that,_,O
,scrape,_,B-Eventuality
,rocks,_,B-Abiotic_Entity
,clean,_,B-Quality
,of,_,O
,their,_,O
,diatom,_,B-Biotic_Entity
,layer,_,I-Biotic_Entity
,and,_,O
,kelp,_,B-Biotic_Entity
,crabs,_,I-Biotic_Entity
,that,_,O
,creep,_,B-Eventuality
,along,_,O
,blades,_,B-Biotic_Entity
,of,_,O
,the,_,O
,feather,_,B-Biotic_Entity
,boa,_,I-Biotic_Entity
,kelp,_,I-Biotic_Entity
,Egregia,_,B-Biotic_Entity
,eating,_,B-Eventuality
,the,_,O
,tiny,_,B-Quality
,leaf-shaped,_,B-Quality
,bladelets,_,B-Biotic_Entity
,.,_,O
Sentence: 1010,Crabs,_,B-Biotic_Entity
,are,_,O
,eaten,_,B-Eventuality
,by,_,O
,goliath,_,B-Biotic_Entity
,grouper,_,I-Biotic_Entity
,which,_,O
,are,_,O
,then,_,O
,eaten,_,B-Eventuality
,by,_,O
,sharks,_,B-Biotic_Entity
,.,_,O
Sentence: 1011,Higher,_,O
,up,_,O
,the,_,O
,food,_,B-Aggregate_Biotic_Abiotic_Entity
,web,_,I-Aggregate_Biotic_Abiotic_Entity
,predatory,_,B-Biotic_Entity
,consumers,_,I-Biotic_Entity
,—,_,O
,especially,_,O
,voracious,_,B-Quality
,starfish,_,B-Biotic_Entity
,—,_,O
,eat,_,B-Eventuality
,other,_,O
,grazers,_,B-Biotic_Entity
,(,_,O
,e.g.,_,O
,snails,_,B-Biotic_Entity
,),_,O
,and,_,O
,filter,_,B-Biotic_Entity
,feeders,_,I-Biotic_Entity
,(,_,O
,e.g.,_,O
,mussels,_,B-Biotic_Entity
,),_,O
,.,_,O
Sentence: 1012,Finally,_,O
,scavengers,_,B-Biotic_Entity
,including,_,O
,crabs,_,B-Biotic_Entity
,and,_,O
,sand,_,B-Biotic_Entity
,fleas,_,I-Biotic_Entity
,eat,_,B-Eventuality
,dead,_,B-Eventuality
,organic,_,B-Biotic_Entity
,material,_,I-Biotic_Entity
,including,_,O
,dead,_,B-Eventuality
,producers,_,B-Biotic_Entity
,and,_,O
,consumers,_,B-Biotic_Entity
,.,_,O
Sentence: 1013,Primary,_,B-Biotic_Entity
,producers,_,I-Biotic_Entity
Sentence: 1014,Lentic,_,B-Aggregate_Biotic_Abiotic_Entity
,systems,_,I-Aggregate_Biotic_Abiotic_Entity
,gain,_,B-Eventuality
,most,_,O
,of,_,O
,their,_,O
,energy,_,B-Abiotic_Entity
,from,_,O
,photosynthesis,_,B-Eventuality
,performed,_,B-Eventuality
,by,_,O
,aquatic,_,B-Quality
,plants,_,B-Biotic_Entity
,and,_,O
,algae,_,B-Biotic_Entity
,.,_,O
Sentence: 1015,This,_,O
,autochthonous,_,B-Quality
,process,_,B-Eventuality
,involves,_,B-Eventuality
,the,_,O
,combination,_,O
,of,_,O
,carbon,_,B-Abiotic_Entity
,dioxide,_,I-Abiotic_Entity
,water,_,B-Abiotic_Entity
,and,_,O
,solar,_,B-Abiotic_Entity
,energy,_,I-Abiotic_Entity
,to,_,O
,produce,_,B-Eventuality
,carbohydrates,_,B-Abiotic_Entity
,and,_,O
,dissolved,_,B-Abiotic_Entity
,oxygen,_,I-Abiotic_Entity
,.,_,O
Sentence: 1016,Within,_,O
,a,_,O
,lake,_,B-Aggregate_Biotic_Abiotic_Entity
,or,_,O
,pond,_,B-Aggregate_Biotic_Abiotic_Entity
,the,_,O
,potential,_,O
,rate,_,B-Quality
,of,_,O
,photosynthesis,_,B-Eventuality
,generally,_,O
,decreases,_,B-Eventuality
,with,_,O
,depth,_,B-Quality
,due,_,O
,to,_,O
,light,_,B-Eventuality
,attenuation,_,I-Eventuality
,.,_,O
Sentence: 1017,Photosynthesis,_,B-Eventuality
,however,_,O
,is,_,O
,often,_,O
,low,_,O
,at,_,O
,the,_,O
,top,_,O
,few,_,B-Value
,millimeters,_,B-Unit
,of,_,O
,the,_,O
,surface,_,B-Aggregate_Biotic_Abiotic_Entity
,likely,_,O
,due,_,O
,to,_,O
,inhibition,_,B-Eventuality
,by,_,O
,ultraviolet,_,B-Abiotic_Entity
,light,_,I-Abiotic_Entity
,.,_,O
Sentence: 1018,The,_,O
,exact,_,O
,depth,_,O
,and,_,O
,photosynthetic,_,O
,rate,_,O
,measurements,_,O
,of,_,O
,this,_,O
,curve,_,O
,are,_,O
,system,_,O
,specific,_,O
,and,_,O
,depend,_,O
,upon,_,O
,:,_,O
,1,_,O
,),_,O
,the,_,O
,total,_,O
,biomass,_,B-Quality
,of,_,O
,photosynthesizing,_,B-Eventuality
,cells,_,B-Biotic_Entity
,2,_,O
,),_,O
,the,_,O
,amount,_,O
,of,_,O
,light,_,B-Eventuality
,attenuating,_,I-Eventuality
,materials,_,B-Aggregate_Biotic_Abiotic_Entity
,and,_,O
,3,_,O
,),_,O
,the,_,O
,abundance,_,B-Quality
,and,_,O
,frequency,_,B-Quality
,range,_,B-Quality
,of,_,O
,light,_,B-Abiotic_Entity
,absorbing,_,B-Eventuality
,pigments,_,B-Biotic_Entity
,(,_,O
,i.e.,_,O
,chlorophylls,_,B-Biotic_Entity
,),_,O
,inside,_,O
,of,_,O
,photosynthesizing,_,B-Eventuality
,cells,_,B-Biotic_Entity
,.,_,O
Sentence: 1019,The,_,O
,energy,_,B-Abiotic_Entity
,created,_,B-Eventuality
,by,_,O
,these,_,O
,primary,_,B-Biotic_Entity
,producers,_,I-Biotic_Entity
,is,_,O
,important,_,O
,for,_,O
,the,_,O
,community,_,B-Biotic_Entity
,because,_,O
,it,_,O
,is,_,O
,transferred,_,B-Eventuality
,to,_,O
,higher,_,O
,trophic,_,B-Biotic_Entity
,levels,_,I-Biotic_Entity
,via,_,O
,consumption,_,B-Eventuality
,.,_,O
Sentence: 1020,Bacteria,_,B-Biotic_Entity
Sentence: 1021,The,_,O
,vast,_,O
,majority,_,O
,of,_,O
,bacteria,_,B-Biotic_Entity
,in,_,O
,lakes,_,B-Aggregate_Biotic_Abiotic_Entity
,and,_,O
,ponds,_,B-Aggregate_Biotic_Abiotic_Entity
,obtain,_,B-Eventuality
,their,_,O
,energy,_,B-Abiotic_Entity
,by,_,O
,decomposing,_,B-Eventuality
,vegetation,_,B-Biotic_Entity
,and,_,O
,animal,_,B-Biotic_Entity
,matter,_,I-Biotic_Entity
,.,_,O
Sentence: 1022,In,_,O
,the,_,O
,pelagic,_,B-Aggregate_Biotic_Abiotic_Entity
,zone,_,I-Aggregate_Biotic_Abiotic_Entity
,dead,_,B-Eventuality
,fish,_,B-Biotic_Entity
,and,_,O
,the,_,O
,occasional,_,O
,allochthonous,_,B-Quality
,input,_,B-Eventuality
,of,_,O
,litterfall,_,B-Biotic_Entity
,are,_,O
,examples,_,O
,of,_,O
,coarse,_,B-Quality
,particulate,_,B-Biotic_Entity
,organic,_,I-Biotic_Entity
,matter,_,I-Biotic_Entity
,(,_,O
,CPOM,_,O
,>,_,O
,1,_,B-Value
,mm,_,B-Unit
,),_,O
,.,_,O
Sentence: 1023,Bacteria,_,B-Biotic_Entity
,degrade,_,B-Eventuality
,these,_,O
,into,_,O
,fine,_,B-Quality
,particulate,_,B-Biotic_Entity
,organic,_,I-Biotic_Entity
,matter,_,I-Biotic_Entity
,(,_,O
,FPOM,_,O
,<,_,O
,1,_,B-Value
,mm,_,B-Unit
,),_,O
,and,_,O
,then,_,O
,further,_,O
,into,_,O
,usable,_,B-Eventuality
,nutrients,_,B-Aggregate_Biotic_Abiotic_Entity
,.,_,O
Sentence: 1024,Small,_,B-Quality
,organisms,_,B-Biotic_Entity
,such,_,O
,as,_,O
,plankton,_,B-Biotic_Entity
,are,_,O
,also,_,O
,characterized,_,O
,as,_,O
,FPOM,_,B-Biotic_Entity
,.,_,O
Sentence: 1025,Very,_,O
,low,_,B-Quality
,concentrations,_,B-Quality
,of,_,O
,nutrients,_,B-Aggregate_Biotic_Abiotic_Entity
,are,_,O
,released,_,B-Eventuality
,during,_,O
,decomposition,_,B-Eventuality
,because,_,O
,the,_,O
,bacteria,_,B-Biotic_Entity
,are,_,O
,utilizing,_,B-Eventuality
,them,_,O
,to,_,O
,build,_,B-Eventuality
,their,_,O
,own,_,O
,biomass,_,B-Biotic_Entity
,.,_,O
Sentence: 1026,Bacteria,_,B-Biotic_Entity
,however,_,O
,are,_,O
,consumed,_,B-Eventuality
,by,_,O
,protozoa,_,B-Biotic_Entity
,which,_,O
,are,_,O
,in,_,O
,turn,_,O
,consumed,_,B-Eventuality
,by,_,O
,zooplankton,_,B-Biotic_Entity
,and,_,O
,then,_,O
,further,_,O
,up,_,O
,the,_,O
,trophic,_,B-Biotic_Entity
,levels,_,I-Biotic_Entity
,.,_,O
Sentence: 1027,Nutrients,_,B-Aggregate_Biotic_Abiotic_Entity
,including,_,O
,those,_,O
,that,_,O
,contain,_,O
,carbon,_,B-Abiotic_Entity
,and,_,O
,phosphorus,_,B-Abiotic_Entity
,are,_,O
,reintroduced,_,B-Eventuality
,into,_,O
,the,_,O
,water,_,B-Aggregate_Biotic_Abiotic_Entity
,column,_,I-Aggregate_Biotic_Abiotic_Entity
,at,_,O
,any,_,O
,number,_,O
,of,_,O
,points,_,O
,along,_,O
,this,_,O
,food,_,B-Aggregate_Biotic_Abiotic_Entity
,chain,_,I-Aggregate_Biotic_Abiotic_Entity
,via,_,O
,excretion,_,B-Eventuality
,or,_,O
,organism,_,B-Biotic_Entity
,death,_,B-Eventuality
,making,_,B-Eventuality
,them,_,O
,available,_,B-Quality
,again,_,O
,for,_,O
,bacteria,_,B-Biotic_Entity
,.,_,O
Sentence: 1028,This,_,O
,regeneration,_,B-Eventuality
,cycle,_,I-Eventuality
,is,_,O
,known,_,O
,as,_,O
,the,_,O
,microbial,_,B-Eventuality
,loop,_,I-Eventuality
,and,_,O
,is,_,O
,a,_,O
,key,_,O
,component,_,O
,of,_,O
,lentic,_,B-Aggregate_Biotic_Abiotic_Entity
,food,_,I-Aggregate_Biotic_Abiotic_Entity
,webs,_,I-Aggregate_Biotic_Abiotic_Entity
,.,_,O
Sentence: 1029,The,_,O
,decomposition,_,B-Eventuality
,of,_,O
,organic,_,B-Biotic_Entity
,materials,_,I-Biotic_Entity
,can,_,O
,continue,_,B-Eventuality
,in,_,O
,the,_,O
,benthic,_,B-Aggregate_Biotic_Abiotic_Entity
,and,_,O
,profundal,_,B-Aggregate_Biotic_Abiotic_Entity
,zones,_,I-Aggregate_Biotic_Abiotic_Entity
,if,_,O
,the,_,O
,matter,_,B-Aggregate_Biotic_Abiotic_Entity
,falls,_,B-Eventuality
,through,_,O
,the,_,O
,water,_,B-Aggregate_Biotic_Abiotic_Entity
,column,_,I-Aggregate_Biotic_Abiotic_Entity
,before,_,I-Aggregate_Biotic_Abiotic_Entity
,being,_,O
,completely,_,O
,digested,_,B-Eventuality
,by,_,O
,the,_,O
,pelagic,_,B-Quality
,bacteria,_,B-Biotic_Entity
,.,_,O
Sentence: 1030,Bacteria,_,B-Biotic_Entity
,are,_,O
,found,_,O
,in,_,O
,the,_,O
,greatest,_,O
,abundance,_,B-Eventuality
,here,_,O
,in,_,O
,sediments,_,B-Aggregate_Biotic_Abiotic_Entity
,where,_,O
,they,_,O
,are,_,O
,typically,_,O
,2-1000,_,O
,times,_,O
,more,_,O
,prevalent,_,B-Quality
,than,_,O
,in,_,O
,the,_,O
,water,_,B-Aggregate_Biotic_Abiotic_Entity
,column,_,I-Aggregate_Biotic_Abiotic_Entity
,.,_,O
Sentence: 1031,Benthic,_,B-Quality
,Invertebrates,_,B-Biotic_Entity
Sentence: 1032,Benthic,_,B-Quality
,invertebrates,_,B-Biotic_Entity
,due,_,O
,to,_,O
,their,_,O
,high,_,O
,level,_,O
,of,_,O
,species,_,B-Quality
,richness,_,I-Quality
,have,_,O
,many,_,O
,methods,_,O
,of,_,O
,prey,_,B-Biotic_Entity
,capture,_,B-Eventuality
,.,_,O
